directedBy,Max_Rating,Min_Rating,Avg_Rating,,
Charlie Choi,0,0,0,,
Charlie Curran,1.5,1.5,1.5,,
Charlie David,2.25,2.25,2.25,,
Charlie Levi,2,2,2,,
Charlie Lyne,3.4,3.125,3.2625,,
Charlie Metz III,0,0,0,,
Charlie Paul,3.13889,3.13889,3.13889,,
Charlie Siskel,3.20588,3.20588,3.20588,,
Charlie Vaughn,5,2,3.3854175,,
Charlotte Blom,2.5,2.5,2.5,,
Charlotte Boisson,3.6,3.6,3.6,,
Charlotte Brandström,3.25,0,1.8958325,,
Charlotte Fantelli,4.16667,4.16667,4.16667,,
Charlotte Lathane,3.5,3.5,3.5,,
Charlotte Purdy,3,3,3,,
Charlène Favier,3.5,3.5,3.5,,
Charneice Fox,0,0,0,,
Chase Palmer,0,0,0,,
Chase Whiteside,4.25,4.25,4.25,,
Chashi Nazrul Islam,0,0,0,,
Chatrichalerm Yukol,2.90217,2.90217,2.90217,,
Chauncey Crail,0,0,0,,
Chayanop Bunprakop,4.5,4.33333,4.416665,,
Chaz Thorne,3.22619,3.22619,3.22619,,
Checco Zalone,3.09091,3.09091,3.09091,,
Cheick Oumar Sissoko,2.75,2.75,2.75,,
Cheik Doukouré,4.25,4.25,4.25,,
Chel White,3,0,1.5,,
Chella,1.5,1.5,1.5,,
Chema de la Peña,2.6,2.6,2.6,,
Chen Cheng,2,2,2,,
Chen Chi-Hwa,2.5,2.5,2.5,,
Chen Hwai-En,3.75,3.75,3.75,,
Chen Kai ge,3,3,3,,
Chen Kaige,3.89641,3.17857,3.462493333,,
Chen Sicheng,3.8,3,3.4,,
Chen Yu-Hsun,2.66667,2.66667,2.66667,,
Chen Yu-Shan,3.72059,3.72059,3.72059,,
Cheng Hsiao-Tse,2.3,2.3,2.3,,
Cheng Wei-Hao,3.22727,3.16667,3.19697,,
Cheng Wei-hao,2.92593,2.92593,2.92593,,
Cheol-ha Lee,3.5,3.5,3.5,,
Cheol-kwan Park,4.5,4.5,4.5,,
Cheol-su Park,3.5,3.0119,3.25595,,
Cher and  Nancy Savoca,3.0431,3.0431,3.0431,,
Cherien Dabis,3.47541,3,3.237705,,
Cheryl Hines,2.47674,2.47674,2.47674,,
Chester Erskine,3.19231,1.875,2.522436667,,
Chester Fox,0,0,0,,
Chester Tam,2.40741,2.40741,2.40741,,
Chetan Anand,3.5,2.75,3.125,,
Chetan Desai,1.25,1.25,1.25,,
Cheung Hoi-Ching,5,3,4,,
Cheyenne Picardo,0,0,0,,
Chi Lo,0,0,0,,
Chi Moui Lo,2.70635,2.70635,2.70635,,
Chi Po-Lin,3.75,3.75,3.75,,
Chi-Hwa Chen,3.40625,2.875,3.04948,,
Chia Yung Liu,3.5,3,3.25,,
Chia-Liang Liu and  Jackie Chan,3.73173,3.73173,3.73173,,
Chiang Chin-Lin,3.3125,3.3125,3.3125,,
Chiang Hsiu-Chiung,3,3,3,,
Chicho Ibañez Serrador,0,0,0,,
Chick Strand,0,0,0,,
Chico Colvard,4,4,4,,
Chico Kertész,2.375,2.375,2.375,,
Chih-Hung Kuei,3.75,3.75,3.75,,
Chihiro Ikeda,3.5,3.5,3.5,,
ChilIn Kwon,0,0,0,,
Chin Man-Kei,3.5,3.5,3.5,,
Chin-Liang Hsu,0,0,0,,
Chin-yen Yee,3.28125,3.28125,3.28125,,
Ching Siu-tung,3.52459,3.52459,3.52459,,
Ching-Chen Yang,3,3,3,,
Chioke Nassor,3.5,3,3.25,,
Chip Mabry,3.5,3.5,3.5,,
Chip Richie,3.5,3.5,3.5,,
Chip Rossetti,0,0,0,,
Chiu Liu-Kong,2,2,2,,
Chloë Sevigny,2.75,2.75,2.75,,
Cho Keun-hyun,0,0,0,,
Cho Sun-ho,3.29167,3.29167,3.29167,,
Cho Ui-Seok,3.38889,3.38889,3.38889,,
Cho Ui-seok,1.75,1.75,1.75,,
Choi Equan,3.43333,3.43333,3.43333,,
Choi Jin-seong,3,3,3,,
Choi Jin-sung,4.5,4.5,4.5,,
Choi Jung-yol,0,0,0,,
Choi Kook-hee,3.7,3.7,3.7,,
Choi Seok-won,3,3,3,,
Choi Sung-hyun,1.83333,1.83333,1.83333,,
Choi Won-sub,3.65385,3.65385,3.65385,,
Choi Yang-il,3.2037,3.2037,3.2037,,
Choice Skinner,4.25,4.25,4.25,,
Chong Gon Jo and  Sang-ok Shin,2.75,2.75,2.75,,
Chor Yuen,4,0,2.722222222,,
Chris Abell,0,0,0,,
Chris Addison,2.73962,2.73962,2.73962,,
Chris Angel,2.375,0,1.489196667,,
Chris Armstrong,0,0,0,,
Chris Arnold,3.5,3.5,3.5,,
Chris Bell,3.6673,3.15385,3.410575,,
Chris Blake,1.83333,1.83333,1.83333,,
Chris Boebel,0,0,0,,
Chris Bowman,2.7,2.7,2.7,,
Chris Bradley,2.75,2.75,2.75,,
Chris Brandt,0,0,0,,
Chris Brinker,2.98864,2.98864,2.98864,,
Chris Broad,4.5,4.5,4.5,,
Chris Butler and  Sam Fell,3.4367,3.4367,3.4367,,
Chris Christenberry,0,0,0,,
Chris Cooke,0,0,0,,
Chris Corey,1,1,1,,
Chris Cowden,0,0,0,,
Chris Cudlipp,0,0,0,,
Chris Cunningham,4.28571,3.11111,3.69841,,
Chris Delaporte,3,3,3,,
Chris Ethridge,0,0,0,,
Chris Evans,3.67246,3.67246,3.67246,,
Chris Eyre,4,3.33333,3.669985,,
Chris Gerolmo,3.6383,2.9,3.26915,,
Chris Gorak,2.89837,2.50635,2.70236,,
Chris Griffiths,4,4,4,,
Chris Hall,1.83333,1.83333,1.83333,,
Chris Halsne,4.5,4.5,4.5,,
Chris Hartwill,2.375,2.375,2.375,,
Chris Hegedus,3.96421,2.66667,3.531695,,
Chris Hegedus and  D.A. Pennebaker,3.60976,2.25,2.92988,,
Chris Hegedus and  Erez Laufer and  D.A. Pennebaker,3.25,3.25,3.25,,
Chris Helton,1.6875,1.6875,1.6875,,
Chris Henchy,2.82692,2.82692,2.82692,,
Chris Hilson,3.5,3.5,3.5,,
Chris Innis,2.75,2.75,2.75,,
Chris Johnston and  James A. Seale,0,0,0,,
Chris Jones and  Rocko Paolo and  Vlastimir Stevanovic and  Andrew T. Wright and  Danny Matier and  Shaun Bond and  Douglas Caldow and  Dan Cayzer and  Djonny Chen and  James Cookson and  Deanna Dewey and  Simon Foster and  Michael Gilhooly and  Andromeda Godfrey and  Sherice Griffiths and  Marc Grundy and  Maureen Hascoet and  Baz Hodson and  Kingsley Hoskins and  Diana Juhr-De Benedetti and  Vance Malone and  Evan Marlowe and  Darren Newton and  Luis Nieto and  Phil Peel and  Dan Price and  Anil Rao and  Carolina Rath and  Matthew Real and  Simon Reglar and  Kawita Sareen and  Eliza Schroeder and  Mehul Shah and  Rick Skyler and  Melody Smith and  Sebastian Solberg and  Bertie Speirs and  Roger B. Stillz and  Deepak Verma and  Kat Willott and  Rodney Willott and  Rowena Woolford and  Mark S. Wright and  Stare Yildirim,0,0,0,,
Chris Kentis and  Laura Lau,2.80844,2.80844,2.80844,,
Chris Kraus,3.7,1.5,2.91878,,
Chris Landreth,3.80769,3.80769,3.80769,,
Chris Lavis,3.25,3.25,3.25,,
Chris Lavis and  Maciek Szczerbowski,3.43966,3.43966,3.43966,,
Chris Le,1.25,1.25,1.25,,
Chris Luloff,3.41667,3.41667,3.41667,,
Chris Lusvardi,3.33333,3.33333,3.33333,,
Chris Marker,4.33333,2.5,3.636070476,,
Chris Marrs Piliero,3,3,3,,
Chris Marshall,0,0,0,,
Chris Matheson,2.75,2.75,2.75,,
Chris McCoy,3.51667,3.51667,3.51667,,
Chris McInroy,3,3,3,,
Chris McKim,0,0,0,,
Chris Miera,2.08333,2.08333,2.08333,,
Chris Miller,3.15152,3.15152,3.15152,,
Chris Miller and  Raman Hui,2.90032,2.90032,2.90032,,
Chris Mollica,0,0,0,,
Chris Moore,3.25,2.76415,3.007075,,
Chris Morgan,3.5,3.5,3.5,,
Chris Mortensen,1.25,1.25,1.25,,
Chris Moukarbel,3.27273,3.1358,3.204265,,
Chris Munger,2.8,0,1.4,,
Chris Nolan,2.25,2.25,2.25,,
Chris Obi Rapu,3,3,3,,
Chris Paine,3.75742,3.59615,3.675,,
Chris Palmer,2.55263,2.55263,2.55263,,
Chris Parsons,1.66667,1.66667,1.66667,,
Chris Petit,3,2,2.5,,
Chris Reading,1.66667,1.66667,1.66667,,
Chris Renaud,3.22781,3.15138,3.20111,,
Chris Renaud and  Kyle Balda,3.10294,3.10294,3.10294,,
Chris Renaud and  Mike Thurmeier,3.54412,3.54412,3.54412,,
Chris Riedell,3.7,0.5,2.146033333,,
Chris Robert,0,0,0,,
Chris Roberti,3,3,3,,
Chris Roberts,2.21051,2.21051,2.21051,,
Chris Rodley,5,3.25,3.8125,,
Chris Rutkowski,3.625,3.625,3.625,,
Chris Smith,3.90792,3,3.50913,,
Chris Sparling,3.07831,2.72222,2.900265,,
Chris Spencer,0,0,0,,
Chris Stapp,3.88889,3.88889,3.88889,,
Chris Stenner and  Arvid Uibel and  Heidi Wittlinger,3.59434,3.59434,3.59434,,
Chris Stokes,3.5,0,1.77607,,
Chris Stuckmann,0,0,0,,
Chris Sun,2.7,2.34375,2.538393333,,
Chris Terrio,3.47115,3.47115,3.47115,,
Chris Thomson,3.5,2.43333,2.966665,,
Chris Ver Wiel,3.09732,3.09732,3.09732,,
Chris W. Mitchell,3.33333,3.33333,3.33333,,
Chris Waitt,2.94444,2.94444,2.94444,,
Chris Watson,0,0,0,,
Chris Wedge,3.16754,2.57895,2.794283333,,
Chris Wedge and  Carlos Saldanha,3.15484,3.15484,3.15484,,
Chris Weitz,3.51613,2.33687,3.071643333,,
Chris White,3.5,3.5,3.5,,
Chris Windsor,2.75,2.75,2.75,,
Chris Witherspoon,0.5,0.5,0.5,,
Chris Wojcik,3.66667,3.66667,3.66667,,
Chris Zamoscianyk,0,0,0,,
Chris Zonnas,5,5,5,,
Chriss Kraus,3.1,3.1,3.1,,
Christian Ackerman,0,0,0,,
Christian Alvart,3.5,2.8,3.21057875,,
Christian Cantamessa,2.71429,2.71429,2.71429,,
Christian Cashmir,0,0,0,,
Christian Charles,4.25,2.16667,3.17539,,
Christian Cheshire,2.5,2.5,2.5,,
Christian Clavier,2.375,2.375,2.375,,
Christian Collerton,0,0,0,,
Christian De Vita,1.75,1.75,1.75,,
Christian Delage,3.75,3.75,3.75,,
Christian Ditter,3.80562,0.5,2.7430025,,
Christian Doyle,5,5,5,,
Christian Duguay,3.77083,0,2.7288065,,
Christian Eklöw,3.7,3.7,3.7,,
Christian Ford,3,3,3,,
Christian Frei,3.82438,2.5,3.1644275,,
Christian Gion,0,0,0,,
Christian Gridelli,3.5,3.5,3.5,,
Christian Gudegast,3.41226,3.41226,3.41226,,
Christian Görlitz,1.75,1.75,1.75,,
Christian Hallman,3.16667,3.16667,3.16667,,
Christian Johannesson,0,0,0,,
Christian Keller,4,4,4,,
Christian Klandt,2.9375,2.9375,2.9375,,
Christian Larson,3.68182,3.68182,3.68182,,
Christian McIntire,2.75,0,1.375,,
Christian Merret-Palmair,3.5,3.5,3.5,,
Christian Nicolson,0,0,0,,
Christian Papierniak,3.08824,3.08824,3.08824,,
Christian Pasquariello,3.22222,3.22222,3.22222,,
Christian Rouaud,4,4,4,,
Christian Schlaeffer,2.75,2.75,2.75,,
Christian Schwochow,4,0,2.933334,,
Christian Tafdrup,3.6,3.25,3.425,,
Christian Theede,4,2,3.333333333,,
Christian Tod,3.75,3.75,3.75,,
Christian Wagner,3,0,1.5,,
Christian Winters,3.375,3.375,3.375,,
Christiane Cegavske,3.53333,3.53333,3.53333,,
Christiano Evans,0,0,0,,
Christie Will,5,0,2.548958125,,
Christina Choe,2.92857,2.92857,2.92857,,
Christina Eliopoulos,0,0,0,,
Christina Kallas,0,0,0,,
Christina Olofson,0,0,0,,
Christina Rosendahl,3.41667,0,2.055556667,,
Christina Voros,2.70833,2.70833,2.70833,,
Christina Yao,2.33333,2.33333,2.33333,,
Christine Carrière,3.5,3.5,3.5,,
Christine Crokos,1.875,1.875,1.875,,
Christine Edzard,3.875,0,1.291666667,,
Christine Lahti,3.52308,3.52308,3.52308,,
Christine Pascal,3.5,3.5,3.5,,
Christjan Wegner,1.84615,1.71429,1.78022,,
Christof Wahl,4,4,4,,
Christoffer Nordenrot,3.5,3.5,3.5,,
Christoforos Papakaliatis,3.47826,2.90385,3.191055,,
Christoph Behl,3.2,3.2,3.2,,
Christoph Hochhäusler,3.19231,2.6,2.847436667,,
Christoph Lauenstein,2.5,2.5,2.5,,
Christoph Pehofer,3.5,3.5,3.5,,
Christoph Rainer,2,2,2,,
Christoph Röhl,1.5,1.5,1.5,,
Christoph Schlingensief,3.25,0,2.03125,,
Christoph Stark,2.5,2.5,2.5,,
Christophe Agou,0,0,0,,
Christophe Barratier,3.94419,2.88462,3.3572025,,
Christophe Blanc,4.5,3.5,4,,
Christophe Deroo,3.10714,3.10714,3.10714,,
Christophe Duthuron,3,3,3,,
Christophe Espenan,0,0,0,,
Christophe Gans,3.45173,2.83333,3.217294,,
Christophe Honoré,3.72794,0,2.750335385,,
Christophe Malavoy,2.16667,2.16667,2.16667,,
Christophe Ruggia,3.8,3.8,3.8,,
Christophe Van Rompaey,3.5,3.20833,3.354165,,
Christopher Ashley,3.59171,3,3.295855,,
Christopher Berkeley,3.10294,3.10294,3.10294,,
Christopher Bird,3.375,3.375,3.375,,
Christopher Bird and  Kevin Brownlow,3.75,3.75,3.75,,
Christopher Boone,3,3,3,,
Christopher C. Frieri,3.07143,3.07143,3.07143,,
Christopher Caldwell,3.30556,3.30556,3.30556,,
Christopher Cantwell,3,3,3,,
Christopher Coppola,2.15,1.16667,1.772223333,,
Christopher Crowe,2.97656,0,1.48828,,
Christopher Denham,2.83824,2.36364,2.60094,,
Christopher Dillon Quinn,3.625,3.625,3.625,,
Christopher Dillon Quinn and  Tommy Walker,3.96721,3.96721,3.96721,,
Christopher Dufau,2.5,2.5,2.5,,
Christopher Erskin,2.26446,2.26446,2.26446,,
Christopher Farah,2.60714,2.60714,2.60714,,
Christopher Fitchett,3.125,3.125,3.125,,
Christopher Frank,3.3,0,1.65,,
Christopher Fraser,2.75,2.75,2.75,,
Christopher Glatis,0,0,0,,
Christopher Guest,3.91733,2.03333,3.16937375,,
Christopher Hampton,3.49527,3.35455,3.408273333,,
Christopher Hatton,3.5,2.55263,3.026315,,
Christopher Hicky,0,0,0,,
Christopher Hutson,1.5,1.5,1.5,,
Christopher James Lang,0,0,0,,
Christopher Kezelos,3.70513,3.55,3.627565,,
Christopher Kulikowski,2,2,2,,
Christopher Larkin,2.96875,2.96875,2.96875,,
Christopher Lawrence Chapman,4.5,4.5,4.5,,
Christopher Martin and  John Pilger,3.57895,3.57895,3.57895,,
Christopher McQuarrie,3.77681,3.2808,3.55382,,
Christopher Monger,3.30788,1.5,2.40394,,
Christopher Morahan,3.3828,0,1.960933333,,
Christopher Morris,3.7124,3.26786,3.451753333,,
Christopher Murray,2.25,2.25,2.25,,
Christopher N. Rowley,2.07143,2.07143,2.07143,,
Christopher Neil,3.28378,3.28378,3.28378,,
Christopher Nielsen,2.77273,2.77273,2.77273,,
Christopher Panov,0,0,0,,
Christopher Payne,2,2,2,,
Christopher Petry,0,0,0,,
Christopher Phelps,0,0,0,,
Christopher Pomerenke,0,0,0,,
Christopher Presswell,2.66667,2.66667,2.66667,,
Christopher R. Smith,2.75,2.75,2.75,,
Christopher R. Watson,3.66667,3.66667,3.66667,,
Christopher Radcliff,3.0625,3.0625,3.0625,,
Christopher Reeve,3.5,2.85366,3.17683,,
Christopher Reynolds,2.25,2.25,2.25,,
Christopher Roosevelt,2,2,2,,
Christopher Roth,2,2,2,,
Christopher S. Rech,3.5,3.5,3.5,,
Christopher S. Rech and  Brandon Kimber,3.57895,3.57895,3.57895,,
Christopher Saint Booth,2,0,1,,
Christopher Scott Cherot,2.88571,2.88571,2.88571,,
Christopher Sferrazza,4.5,4.5,4.5,,
Christopher Sheffield,2.66667,2.66667,2.66667,,
Christopher Shelton,4,4,4,,
Christopher Smith,3.64663,2.7684,3.199272857,,
Christopher Spencer,4,3.33333,3.590276667,,
Christopher St. John,2.75,2.75,2.75,,
Christopher Storer,3.93426,2.83333,3.478355,,
Christopher Taylor,3.5,3.5,3.5,,
Christopher Tedrick,0,0,0,,
Christopher Weekes,0,0,0,,
Christopher Wells,0,0,0,,
Christopher Wesley Moore,0,0,0,,
Christopher Wheeldon,1.5,1.5,1.5,,
Christos Nikou,2.875,2.875,2.875,,
Christpher Crowe,2.86585,2.86585,2.86585,,
Christy Carlson Romano,1,1,1,,
Christy Garland,3.5,3.5,3.5,,
Chu Hsien-Jer,3,3,3,,
Chuan Chen,3.41667,3.41667,3.41667,,
Chuan Chen and  Yi-Hsiung Chi,3.16667,3.16667,3.16667,,
Chuan Lu,3.67857,3.43421,3.55639,,
Chuck Comisky,2,2,2,,
Chuck DeBus,5,5,5,,
Chuck Jones,5,1.75,3.43117725,,
Chuck Jones and  Ben Washam,3.77588,3.77588,3.77588,,
Chuck Norfolk,1,1,1,,
Chuck O'Neil,3.35185,3.35185,3.35185,,
Chuck Parello,2.87168,2.25,2.52774,,
Chuck Walker,0,0,0,,
Chuck Wein,2.75,2.75,2.75,,
Chuck Workman,3.6,0,2.741528,,
Chukiat Sakveerakul,3.40625,3.28846,3.347355,,
Chumy Chúmez,0,0,0,,
Chun Ouyang,0,0,0,,
Chung Ji-young,3.33333,0,2.11111,,
Chung Man Yee,3.7,3.7,3.7,,
Chung Mong-Hong,4,4,4,,
Chung Shu-Kai,1.75,1.75,1.75,,
Chung Yoon-chul,3.35714,3.35714,3.35714,,
Chusheng Cai,4,4,4,,
Chuyên Bui Thac,3.1,3.1,3.1,,
Ché Baker,2.3,2.3,2.3,,
Ciaran Creagh,3.5,3.5,3.5,,
Cilla Ware,0,0,0,,
Cindy Chupack,2.70513,2.70513,2.70513,,
Cindy Jansen,0,0,0,,
Cindy Kleine,3.83333,3.83333,3.83333,,
Cindy Meehl,3.81538,0,1.90769,,
Cindy Sherman,2.5566,2.5566,2.5566,,
Cinzia Torrini,2.5,2.5,2.5,,
Cirio H. Santiago,5,0,1.447619,,
Ciro Duran,0,0,0,,
Ciro Guerra,4,3.36364,3.742414,,
Ciro Ippolito,1.58333,1.5,1.541665,,
Cisco Henson,3.75581,3.75581,3.75581,,
Civia Tamarkin,3,3,3,,
Claes Eriksson,3.16667,1.875,2.6714025,,
Claire Carré,3.35484,3.35484,3.35484,,
Claire Oakley,3.9,3.9,3.9,,
Claire Pijman,3.5,3.5,3.5,,
Clara Kuperberg and  Julia Kuperberg,3,3,3,,
Clara Martínez-Lázaro Alameda,3.16667,3.16667,3.16667,,
Clare Lewins,3.75,3.13462,3.44231,,
Clare Niederpruem,2.92857,0,1.7696425,,
Clare Richards,3,3,3,,
Clarence Brown and  Gustav Machatý,3.33333,3.33333,3.33333,,
Clarence Brown and  Maurice Tourneur,3.43151,3.43151,3.43151,,
Clarence G. Badger and  Josef von Sternberg,3.36875,3.36875,3.36875,,
Clark Johnson,3.14286,0,2.32549,,
Clark Worswick,0,0,0,,
Clas Lindberg,1.72222,1.72222,1.72222,,
Claude Berri,4.10297,2.625,3.393657273,,
Claude Confortès,0,0,0,,
Claude Faraldo,3.5,3.5,3.5,,
Claude Friese-Greene,3.5,3.5,3.5,,
Claude Jutra,3.37037,2,2.685185,,
Claude Jutra and  Norman McLaren,3.15,3.15,3.15,,
Claude Lalonde,5,5,5,,
Claude Lanzmann,5,2.5,3.554683333,,
Claude Lelouch,3.96875,2,3.313730455,,
Claude Misonne,0,0,0,,
Claude Nuridsany,3.625,3.33333,3.479165,,
Claude Whatham,4.16667,0,2.708335,,
Claude Zidi,4,1.75,3.043591333,,
Claude d'Anna,0,0,0,,
Claudia Huaiquimilla,3,3,3,,
Claudia Llosa,3.29577,3.01389,3.15224,,
Claudia Lorenz,3.83333,3.83333,3.83333,,
Claudia Myers,3.44444,2.66667,3.11111,,
Claudia Sainte-Luce,3.36364,3.36364,3.36364,,
Claudio Amendola,2.5,2.5,2.5,,
Claudio Biern Boyd,3.75,2.75,3.25,,
Claudio Bonivento,0,0,0,,
Claudio Caligari,3.66667,2.83333,3.377193333,,
Claudio Cupellini,3.5,3.1,3.366666667,,
Claudio Fäh,2.83871,2.0813,2.501372,,
Claudio Guerín,3.4,3.4,3.4,,
Claudio Lattanzi,1.125,1.125,1.125,,
Claudio Rossi Massimi,2,2,2,,
Claudio Sestieri,0,0,0,,
Claus Bjerre,1.75,1.75,1.75,,
Claus Peter Witt,0,0,0,,
Clay Borris,1.46512,1.46512,1.46512,,
Clay Moffatt,0,0,0,,
Clay Westervelt,3.83333,3.83333,3.83333,,
Clayne Crawford,0,0,0,,
Clayton Thompson,1.75,1.75,1.75,,
Cle Shaheed Sloan,3.4,3.4,3.4,,
Clea DuVall,3.2907,2.93056,3.11063,,
Clenet Verdi-Rose,3.83333,3.83333,3.83333,,
Cliff Owen,4.5,1.83333,3.0020825,,
Cliff Roquemore,3,2.96154,2.98077,,
Clifford Odets,3,2.6875,2.84375,,
Clifton Powell,0,0,0,,
Clint Lien,0.5,0.5,0.5,,
Clive A. Smith,3.11207,3.11207,3.11207,,
Clive Barker,3.36026,2.89224,3.184166667,,
Clive Brook,3,3,3,,
Clive Fleury,1.5,0,0.75,,
Clive Rees,4,3.25,3.625,,
Clive Tonge,2.36486,2.36486,2.36486,,
Clive Turner,1.625,1.625,1.625,,
Clyde Bruckman and  W.C. Fields,3.42857,3.42857,3.42857,,
Clyde Geronimi,4,2.41667,3.190014375,,
Clyde Geronimi and  Wilfred Jackson and  Hamilton Luske,3.61446,3.5336,3.57403,,
Clyde Geronimi and  Wilfred Jackson and  Jack Kinney and  Hamilton Luske,3.1516,3.1516,3.1516,,
Clyde Houston,0,0,0,,
Cláudia Varejão,4,4,4,,
Cláudio Torres,3.53623,3.07143,3.30383,,
Clément Beauvais,0,0,0,,
Cody Bown,2.75,2.75,2.75,,
Cody Cameron,2.4087,2.4087,2.4087,,
Cody Cameron and  Kris Pearn,3.23881,3.23881,3.23881,,
Cody Clarke,1.625,1,1.3125,,
Cody Knotts,2.3,0.5,1.4,,
Coenie Dippenaar,2.25,2.25,2.25,,
Colby Holt,3.5,3.5,3.5,,
Cole Sanchez,4.35714,4.35714,4.35714,,
Coleman Francis,2.125,0.625,1.440476667,,
Colette Bothof,0,0,0,,
Colette Burson,2.875,2.86,2.8675,,
Coley Sohn,3.73077,3.73077,3.73077,,
Colin Barr,3.625,0,1.8125,,
Colin Bishop,0,0,0,,
Colin Bucksey,0,0,0,,
Colin Budds,1.5,1.5,1.5,,
Colin Carter,5,5,5,,
Colin Day,3.625,3.625,3.625,,
Colin Dench,3.42593,3.42593,3.42593,,
Colin Ferguson,0,0,0,,
Colin Higgins,3.5017,2.69808,3.169036667,,
Colin Kennedy,3,3,3,,
Colin McIvor,3.66667,3.66667,3.66667,,
Colin Nutley,2.875,1.5,2.1272325,,
Colin Slater,1.33333,1,1.166665,,
Colin Strause and  Greg Strause,2.44113,2.24969,2.34541,,
Colin Teague,2.75,0,1.337606667,,
Colin Trevorrow,3.55088,2.98529,3.27787,,
Colin Webb,2.5,2.5,2.5,,
Colinda Bongers,1.5,1.5,1.5,,
Coline Serreau,3.74219,0,2.840944286,,
Collin Camino,1,1,1,,
Collin Davis,2,2,2,,
Conor Allyn,4,2.33333,2.881666,,
Conor Horgan,4,3.75,3.875,,
Conor McMahon,3.04255,2.43333,2.77401,,
Conor McPherson,3.29091,0,2.10606,,
Conor Woodman,3,3,3,,
Conrad E. Palmisano,2.25,2.25,2.25,,
Conrad Helten,2.8625,2,2.460493333,,
Conrad Jackson,3.94444,3.94444,3.94444,,
Conrado Sanchez,1,1,1,,
Constantina Voulgaris,2,2,2,,
Constantine Giannaris,3.1,2.83333,2.977776667,,
Constantine Nasr,3.92857,3,3.464285,,
Constantino Magnatta,2,2,2,,
Coodie Simmons,3.5,3.5,3.5,,
Cooper Karl,2.75,2.75,2.75,,
Coralie Fargeat,3.25926,3.25926,3.25926,,
Corbin Bernsen,2.47222,0,1.083965,,
Corbin Timbrook,0,0,0,,
Cordt Holland,2.75,2.75,2.75,,
Corey Allen,2.16794,0,0.933588,,
Corey Grant,2.8,1.5,1.933333333,,
Corey Landis,0,0,0,,
Corey Norman,2.5,2.5,2.5,,
Corey Pearson,2.75,2.75,2.75,,
Corina Schwingruber Ilić,4.5,4.5,4.5,,
Cornelia Moore,0,0,0,,
Corneliu Porumboiu,3.875,2.92593,3.405641667,,
Corrado Farina,3,2.91667,2.958335,,
Corrado Guzzanti,3,3,3,,
Cory Bailey,3,3,3,,
Cory Edwards,1.91667,1.91667,1.91667,,
Cory Edwards and  Todd Edwards and  Tony Leech,3.08016,3.08016,3.08016,,
Cosima Dannoritzer,3.90909,3.90909,3.90909,,
Cosima Spender,3.83333,3.83333,3.83333,,
Cosimo Gomez,2.5,2.5,2.5,,
Cosmo Feilding-Mellen,3.625,3.625,3.625,,
Costa-Gavras,4.02406,2.25,3.384890625,,
Costanza Quatriglio,2.5,2.5,2.5,,
Courtney Balaker,3.75,3.75,3.75,,
Courtney Hunt,3.63879,3.15678,3.397785,,
Courtney Solomon,2.572,2.07698,2.263386667,,
Craig Ainsley,3.5,3.5,3.5,,
Craig Boreham,3.05,3.05,3.05,,
Craig Brewer,3.58333,0,2.725864,,
Craig Calamis,5,5,5,,
Craig Carlisle,3.11111,3.11111,3.11111,,
Craig Chester,2.70635,2.70635,2.70635,,
Craig Detweiler,3,3,3,,
Craig Efros,2.33333,2.33333,2.33333,,
Craig Freimond,2,2,2,,
Craig Goldstein,1.66667,0,0.4166675,,
Craig Goodwill,2.8125,2.8,2.80625,,
Craig Hamann,2.25,2.25,2.25,,
Craig Lahiff,4,2.5,3.072326667,,
Craig Leeson,4,4,4,,
Craig Lucas,3.08462,3.07547,3.080045,,
Craig M. Saavedra,3.5,3.5,3.5,,
Craig Mazin,3.21569,2.23217,2.72393,,
Craig McCracken,2.80798,2.80798,2.80798,,
Craig Monahan,3.65343,3.2,3.426715,,
Craig Pryce,3.7,3.16667,3.380844286,,
Craig R. Baxley,5,0,2.700470556,,
Craig Rosenberg,3.07735,2.97015,3.02375,,
Craig S. Cunningham,5,5,5,,
Craig Teper,3,3,3,,
Craig Thompson,3.5,3.5,3.5,,
Craig Veytia,0,0,0,,
Craig William Macneill,2.85227,2.85227,2.85227,,
Craig Zobel,3.24468,3.04822,3.13869,,
Crayton Robey,3.5,3.5,3.5,,
Cris Jones,3.7,3.7,3.7,,
Cris Lyra,3.5,3.5,3.5,,
Cris Silvent,3.33333,3.33333,3.33333,,
Crispian Mills and  Chris Hopewell,3.03235,3.03235,3.03235,,
Crispin Reece,3.25,3.25,3.25,,
Cristi Puiu,4,2.8,3.351516667,,
Cristian Mungiu,3.84902,3.5367,3.7539325,,
Cristiano Bortone,3.59091,0,1.795455,,
Cristina Jacob,2.62069,2,2.310345,,
Cristián Jiménez,3.83333,3.83333,3.83333,,
Cristobal Krusen,0,0,0,,
Cuba Gooding Jr.,1.8,1.8,1.8,,
Cullen Blaine,2.71429,2.05263,2.38346,,
Cullen Hoback,3.64198,2.83333,3.325103333,,
Curro Velázquez,2.66667,2.66667,2.66667,,
Curt Goetz,4.5,4.5,4.5,,
Curt Hahn,3.83333,3.83333,3.83333,,
Curt Siodmak,2.75,2.75,2.75,,
Curt Siodmak and  Robert Siodmak and  Edgar G. Ulmer and  Fred Zinnemann,3.53226,3.53226,3.53226,,
Curtis Bowers,3.25,3.25,3.25,,
Curtis Burz,2,2,2,,
Curtis Chin,3,3,3,,
