directedBy,Max_Rating,Min_Rating,Avg_Rating
David Soren,2.96281,2.75,2.8631733333333336
David Sousa Moreau,0,0,0.0
David Steiman,2.7619,2.7619,2.7619
David Stenn,3.28571,3.28571,3.28571
David Stevens,2.60606,0,1.7020199999999999
David Stuart-Snell,0,0,0.0
David Stubbs,3.33333,1,2.166665
David Sutherland,3.5,3.5,3.5
David Swift,3.58514,0,2.8022199999999997
David T. Krupicz,2,0,1.0
David Tennant,2.52273,2.52273,2.52273
David Tomblin,1.5,1.5,1.5
David Trotter,0,0,0.0
David Trueba,4.33333,3,3.583334
David Tucker,3.45833,3.45833,3.45833
David Turnley,2.875,2.875,2.875
David Twohy,3.46276,3.06452,3.252617142857143
David Van Taylor,4,4,4.0
David Vyle Levy,2.41667,2.41667,2.41667
David Wall,0,0,0.0
David Watkins,3.7,3.7,3.7
David Weaver,5,0,2.645061111111111
David Webb Peoples,3.32412,3.32412,3.32412
David Wechter,2.5,2.5,2.5
David Weinstein,2.5,2.5,2.5
David Weisman,0,0,0.0
"David Weissman, Bill Weber",3.89844,3.89844,3.89844
David Wheatley,4,0,1.3333333333333333
David Wike,0,0,0.0
David Wilkinson,4,4,4.0
David Williams Lamb,1.5,1.5,1.5
David Winning,5,0,1.5093915789473684
David Winters,3.75,0,1.8371520000000001
David Winton,4.5,4.5,4.5
David Wnendt,3.52179,2.9,3.1742475
David Yarovesky,3.00847,2.90217,2.95532
David Yates,3.90647,2.99846,3.6461645454545457
David Zeiger,3.5,0,1.75
David Zellner,4.5,2,3.4235516666666665
David-Matthew Barnes,0,0,0.0
Davide Ferrario,3.5,0,2.1666666666666665
Davide Rossi,2.83333,2.83333,2.83333
Davie Fairbanks,2.375,2.375,2.375
Davis Doi,2.82,2.71429,2.767145
"Davis Doi, Larry Houston",1.875,1.875,1.875
Davood Mir-Bagheri,3.2,3.2,3.2
Davor Žmegač,4,4,4.0
Davy Chou,4.25,4.25,4.25
Davy Lantz Jr.,0,0,0.0
Dawn Gifford Engle,3.75,0,1.25
Dayyan Eng,4,0,2.3333333333333335
Dean Alioto,3.66667,0,1.91666675
Dean C. Jones,2.66667,2.66667,2.66667
Dean Craig,2.60656,2.60656,2.60656
Dean DeBlois,4.03834,3.71119,3.82662
"Dean DeBlois, Chris Sanders",3.9154,3.53608,3.72574
Dean Devlin,3.09524,2.7581,2.92667
Dean Francis,2.77778,1.78125,2.279515
Dean Gould,3.5,3.5,3.5
Dean Hamer,3.75,3.75,3.75
Dean Hargrove,4,4,4.0
Dean Israelite,3.28303,2.70703,2.99503
Dean Jones,0,0,0.0
Dean Matthew Ronalds,2.9,0,1.7875
Dean McKendrick,0.5,0,0.25
Dean O'Flaherty,3.33333,3.33333,3.33333
Dean Paraskevopoulos,0,0,0.0
Dean Parisot,3.8,0,2.782892857142857
Dean Parisot,3,3,3.0
Dean Rusu,0,0,0.0
Dean Semler,2.78477,2.47559,2.63018
"Dean Stockwell, Neil Young",2.84375,2.84375,2.84375
Dean Wright,3.1,3.1,3.1
Dean Yurke,0,0,0.0
Deanna Dewey,0,0,0.0
Deanne Foley,4,2.25,3.125
Dearbhla Walsh,3.375,3.25,3.3125
Deb Hagan,2.36111,2.36111,2.36111
Deb Mukherjee,0,0,0.0
Deb Shoval,3.0625,3.0625,3.0625
Debbie Allen,2.09091,0,0.69697
Debbie Goodstein,3.5,3.5,3.5
Debbie Isitt,3.07895,1.5,2.40976
Deborah Anderson,1.7,1.7,1.7
Deborah Chow,3.39474,3.21053,3.302635
Deborah S. Esquenazi,3.5,3.5,3.5
Debra Kirschner,0,0,0.0
Debs Gardner-Paterson,2.33333,1.66667,2.0
Declan Dale,2.44776,2.44776,2.44776
Declan Lowney,3.50713,0,1.753565
Declan Recks,0,0,0.0
Dee McLachlan,3,0,2.0
Deepa Mehta,3.80711,2.25,3.1084924999999997
Deepak Rauniyar,3.125,3.125,3.125
Deepak Sareen,1.25,1.25,1.25
Deepak Tijori,1.16667,1.16667,1.16667
Defne Deliormanlı,2,2,2.0
Degena Yun,0,0,0.0
Deia Schlosberg,0,0,0.0
Deirdre Herlihy,3.16667,3.16667,3.16667
Dejan Zecevic,3.83333,1.91667,2.825756666666667
Dejan Zečević,2.5,0,1.25
Del Lord,3.5,0,0.875
Del Shores,4,0,2.386825
Del Tenney,2.27778,1.25,1.76389
Delbert Mann,4.5,0,3.0423810344827587
"Delphine Coulin, Muriel Coulin",3.21875,3.21875,3.21875
Delphine Gleize,2.79412,2.79412,2.79412
Delphine de Vigan,2.8,2.8,2.8
Demetri Martin,2.71154,2.71154,2.71154
Demetrius Navarro,3.5,0,1.75
Demi Moore,0,0,0.0
Demian Lichtenstein,3,2.7663,2.88315
Demofilo Fidani,4,0,2.1323529411764706
Deng Chao,5,2,3.5
Denis Alexeev,1.8,1.8,1.8
Denis Amar,2.5,2.5,2.5
Denis Chouinard,3,3,3.0
Denis Côté,3.5,1.83333,2.7111099999999997
Denis Dercourt,3.33333,3.16667,3.2649266666666663
Denis Héroux,3,2.5625,2.78125
Denis Lawson,2.5,2.5,2.5
Denis Malleval,4.25,4.25,4.25
Denis Neimand,2.92857,2.92857,2.92857
Denis Sanders,3.35656,0,1.4491399999999999
Denis Thybaud,3,3,3.0
Denis Villeneuve,4.05842,2.875,3.6691044444444447
Denise Di Novi,2.6746,2.6746,2.6746
Denise Gonçalves,3.5,3.5,3.5
Denison Clift,2.41667,2.41667,2.41667
Deniz Akçay,5,5,5.0
Deniz Tortum,2.16667,2.16667,2.16667
Dennis Baker,0,0,0.0
Dennis Bartok,2.5,2.5,2.5
Dennis Berry,2.83333,0,1.416665
Dennis Brooks,0,0,0.0
Dennis Cabella,2.41667,2.41667,2.41667
Dennis Devine,2.5,0,1.25
Dennis Dugan,3.39312,0,2.3029017647058825
Dennis Kane,0,0,0.0
Dennis Klein,3,3,3.0
Dennis LaValle,4.5,4.5,4.5
Dennis Law,3.11364,2.17857,2.5974033333333337
Dennis Lee,3.2037,3.19565,3.199675
Dennis Liu,2.71429,2.71429,2.71429
Dennis McGuire,0.5,0.5,0.5
Dennis Scholl,3,3,3.0
Dennis Shinners,2.5,2.5,2.5
Dennis Steinmetz,0,0,0.0
Dennis Widmyer,2.70022,2.70022,2.70022
Denny Wong,0,0,0.0
Denys Granier-Deferre,0,0,0.0
Deok Noh,2.8125,2.8125,2.8125
Derek Chiu,3.5,3.5,3.5
Derek Cole,2.36364,1.16667,1.765155
Derek Diorio,0,0,0.0
Derek Dodge,0,0,0.0
Derek Estlin Purvis,0,0,0.0
Derek Ford,1.75,1.75,1.75
Derek Kwok,4.33333,4.33333,4.33333
Derek Magyar,3.33333,3.33333,3.33333
Derek Peck,3.21429,3.21429,3.21429
Derek Savage,1.2,0,0.6
Derek Scott,4.25,4.25,4.25
Derek Ting,1,0,0.5
Derek Tsang,4.5,0,2.733333333333333
Derek W. Hayes,0,0,0.0
Derek Westerman,3,3,3.0
Derek Yee Tung-Sing,4,3.22917,3.5269557142857146
Derick Martini,3.11567,2.07692,2.596295
"Derick Martini, Steven Martini",3.27826,3.27826,3.27826
Dermot Mulroney,2.37838,2.37838,2.37838
Derrick Granado,2.5,2.5,2.5
Derrick Hammond,0,0,0.0
Derrick Mullen,0,0,0.0
Derrick Scocchera,0,0,0.0
Derrick Sims,0,0,0.0
Des Doyle,3.5,3.5,3.5
Des McAnuff,3.72727,2.19078,3.0051233333333336
Desiree Akhavan,3.5311,3.34483,3.437965
Desmond Devenish,4.5,4.5,4.5
Destin Cretton,3.9995,3.31818,3.597663333333333
"Destin Cretton, Lowell Frank",0,0,0.0
Destin Daniel Cretton,3.81311,3.81311,3.81311
Destiny Ekaragha,2.25,2.25,2.25
Detlev Buck,3.59375,0,2.6068399999999996
Devashish Makhija,4,4,4.0
Deven Verma,0,0,0.0
Devi Dutt,0,0,0.0
Devin Cameron,0.5,0.5,0.5
Devin Dehaven,1.72727,1.72727,1.72727
Devin Hume,0,0,0.0
Devin McGinn,2.05556,2.05556,2.05556
Devon Gummersall,4.25,0,2.125
Devon Parks,2,2,2.0
Devyn Waitt,4.25,4.25,4.25
Dewi Humphreys,3.57895,0,2.1929833333333333
Dharani,4.5,3.16667,3.7291675
Dharmesh Darshan,2.83333,2.3,2.5005833333333336
Dheeraj Akolkar,3.5,3.5,3.5
Dhiraj Kumar,0.75,0.75,0.75
Diablo Cody,2.71875,2.71875,2.71875
Diana Lee Inosanto,2.5,2.5,2.5
Diana Whitten,3.75,3.75,3.75
Dianah Wynter,0,0,0.0
Diane Bell,2.375,2.375,2.375
Diane Bertrand,3.38462,3.38462,3.38462
"Diane Crespo, Stefan C. Schaefer",3.72131,3.72131,3.72131
"Diane Doniol-Valcroze, Arthur Flam",2.25,2.25,2.25
Diane Keaton,3.50216,2.33891,3.11369
Diane Kurys,3.77273,2.25,3.27046875
Diane Paragas,3.625,3.625,3.625
Dianna Agron,1.91667,1.91667,1.91667
Dianna Barrie,2.875,2.875,2.875
Dianne Dreyer,5,5,5.0
Dianne Houston,3.75,3.75,3.75
"Dianne Jackson, Jimmy T. Murakami",3.59506,3.59506,3.59506
Dick Bartlett,3.625,3.625,3.625
Dick Carruthers,3.66667,0.5,2.083335
Dick Clement,4,1,2.7939557142857145
Dick Proenneke,4.15,4.15,4.15
Dick Rickard,3.25,3.08333,3.166665
Didi Danquart,1.66667,1.66667,1.66667
Didier Ah-Koon,2.8,2.8,2.8
"Didier Bourdon, Bernard Campan",3.37288,2.35714,2.86501
Didier Grousset,3,3,3.0
Didier Kaminka,0,0,0.0
Didier Le Pêcheur,3.5,3.5,3.5
Didier Tronchet,3.5,3.5,3.5
Didier Van Cauwelaert,3.5,0,1.75
Diederik Van Rooijen,3.11765,2.30435,2.711
Diego Araujo,2.5,2.5,2.5
Diego Bianchi,2,2,2.0
Diego Enrique Osorno,0,0,0.0
Diego Kaplan,3.08333,2.5625,2.80878
Diego Luna,3.875,2.16667,3.0431575
Diego Pignataro,3.125,3.125,3.125
Diego Quemada-Diez,3.69643,3.69643,3.69643
Diego Rocha,2.25,2.25,2.25
Diego Spataro,0,0,0.0
"Dieguillo Fernández, Víctor Laplace",2.25,2.25,2.25
Dieter Berner,3,3,3.0
Dieter Kehler,2,2,2.0
Dietrich Brüggemann,3.7766,2.64286,3.24549
Dietrich Johnston,2.5,2.5,2.5
Digna Sinke,2.5,2.5,2.5
Dileesh Pothan,3.65385,3.5,3.576925
Dimitri Karakatsanis,2.5,2.5,2.5
Dimitri Kirsanoff,3.44828,2.625,3.0366400000000002
Dimitri Kourtchine,2.75,2.75,2.75
Dimitri de Clercq,2.25,2.25,2.25
Dimitris Bavellas,3,3,3.0
Dina Shturmanova,2.42857,2.42857,2.42857
Dinara Asanova,2.5,2.33333,2.4444433333333335
Dinesh D'Souza,1.1,1.1,1.1
"Dinesh D'Souza, John Sullivan",2.60526,2,2.3026299999999997
Dinesh Raut,0,0,0.0
Dinesh Vijan,2.75,2.75,2.75
Ding Sheng,3.5,2.81818,3.1798333333333333
Dinos Dimopoulos,3.1,2.3,2.695178
Dinos Katsouridis,3.66667,3.66667,3.66667
Diogo Morgado,0,0,0.0
Dipendra K Khanal,4,4,4.0
Dirk Campbell,2.66667,2.66667,2.66667
Dirk Hagen,1.25,1.25,1.25
Dirk Jan Roeleven,3,3,3.0
Dirk Müller,1.5,1.5,1.5
Dirk Regel,2,2,2.0
Dirk Shafer,3.30165,3.30165,3.30165
Dirk Simon,4.5,4.5,4.5
Dito Tsintsadze,4,4,4.0
Divya Khosla Kumar,2.5,2.5,2.5
Djamel Bensalah,2,0,1.0
Djamshed Usmonov,0,0,0.0
Djinn,2.75,2.75,2.75
Dmitri Korobkin,4,4,4.0
Dmitri Meskhiyev,2.9375,2.9375,2.9375
Dmitri Voronkov,2.86111,2.86111,2.86111
Dmitrii Kalashnikov,3.11765,3.11765,3.11765
Dmitriy Astrakhan,3.66667,2.8125,3.32639
Dmitriy Babichenko,3,0.75,1.9140625
Dmitriy Dyuzhev,3.30769,3,3.153845
Dmitriy Korobkin,3,3,3.0
Dmitriy Suvorov,2.21429,1.5,1.857145
Dmitry Fiks,4.5,0,1.9
Dmitry Grachev,2.1,2.1,2.1
Dmitry Kiselev,3,3,3.0
Dmitry Mamuliya,0,0,0.0
Dmitry Meskhiev,3.5,2,2.7291675
Dmitry Povolotsky,3.25,3.25,3.25
Dmitry Troitsky,2.58333,2.58333,2.58333
Dmitry Tyurin,3.45,3.45,3.45
Dolly Wells,2,2,2.0
Dolorès Payas,2.5,2.5,2.5
Dom DeLuise,2.2,2.2,2.2
Dom Lenoir,1.75,1.75,1.75
Domenic Barbero,0,0,0.0
Domenico Graziani,0,0,0.0
Domenico Saverni,2.64286,2.64286,2.64286
Dominga Sotomayor,2.5,2.5,2.5
Dominga Sotomayor Castillo,3.5,3.5,3.5
Dominic Anciano,2.95333,2.95333,2.95333
"Dominic Anciano, Ray Burdis",3.06364,3.06364,3.06364
Dominic Brigstocke,3.86842,2.07143,3.5163325
Dominic Brunt,2.75,0.5,1.75
Dominic Burns,3,2,2.4508925
Dominic Haxton,3.85,2.75,3.3666666666666667
Dominic Howes,3.875,3.875,3.875
Dominic James,2.65385,2.5,2.576925
Dominic Leclerc,4.5,3.5,4.0
Dominic Murphy,3.18421,3.18421,3.18421
Dominic Perez,2.78571,2.78571,2.78571
"Dominic Polcino, Peter Shin",3.33158,3.33158,3.33158
Dominic Sena,3.34053,0,2.524994285714286
Dominique Abel,3.3,3.3,3.3
"Dominique Abel, Fiona Gordon, Bruno Romy",3.42,3.42,3.42
Dominique Benicheti,3.5,3.5,3.5
Dominique Cardona,2.66667,2.66667,2.66667
Dominique Chaussois,3,3,3.0
Dominique Choisy,3.42857,3.42857,3.42857
Dominique Filhol,0,0,0.0
Dominique Jonard,4,4,4.0
Dominique Ladoge,4,4,4.0
Dominique Maillet,0,0,0.0
"Dominique Monfery, Richard Rich",2.23333,2.23333,2.23333
Dominique Rocher,3.17949,3.17949,3.17949
Dominique Standaert,3.75,3.75,3.75
Dominique de Rivaz,2.83333,2.83333,2.83333
Domonic Paris,0,0,0.0
Don Allan,2.5,2.5,2.5
Don Askarian,4.5,4.5,4.5
Don Bitters III,3.5,3.5,3.5
"Don Bluth, Gary Goldman",3.48821,2.42217,2.888926
"Don Bluth, Gary Goldman, Art Vitello",3.27846,3.27846,3.27846
Don Boyd,3.33333,0,1.85185
Don Carmody,0,0,0.0
Don Chaffey,3.56,0,2.1506107142857145
Don Cheadle,3.11538,3.11538,3.11538
Don Coutts,0,0,0.0
Don Edmonds,4,0,1.5895914285714288
Don Hahn,3.535,3.5,3.5175
Don Hall,2,2,2.0
Don Handfield,2.94118,2.94118,2.94118
Don Hartman,3.5,2,3.04408
Don Henderson,1.84615,1.84615,1.84615
Don Hulette,2.03788,2.03788,2.03788
Don Jones,1.75,0,0.8125
Don Jurwich,3.08065,3.08065,3.08065
Don Keeslar,1.75,1.75,1.75
Don Letts,3.16667,2.83333,3.0
Don Maxwell,3.5,3.5,3.5
Don McCorkell,3,3,3.0
Don McGlynn,4,3.5,3.75
Don McKellar,3.74785,2.5,3.2665233333333332
Don Metz,3,3,3.0
Don Mischer,3.67391,0,1.7246366666666664
Don Omope,3.5,3.5,3.5
Don Roos,3.60871,2.93741,3.2954225
Don Scardino,2.74596,0,1.37298
Don Sharp,3.75,0,2.7276315789473684
Don Siegel,3.78105,0,2.966628125
Don Taylor,2.5,2.5,2.5
Don Thacker,3.28571,3.28571,3.28571
Don Tjernagel,0,0,0.0
Donal Foreman,2.875,2.875,2.875
Donal Lardner Ward,2.04118,0,1.02059
Donald A. Davis,0,0,0.0
Donald Cammell,3.12037,3.10417,3.1122699999999996
"Donald Cammell, Nicolas Roeg",3.70379,3.70379,3.70379
Donald Crisp,3.75,3.75,3.75
Donald Crombie,2.75,2,2.375
"Donald G. Jackson, R.J. Kizer",3.08594,3.08594,3.08594
Donald Hauer,0,0,0.0
Donald L. Gold,2.83333,2.83333,2.83333
Donald Leow,4,4,4.0
Donald Mugisha,0,0,0.0
Donald P. Bellisario,2.41667,2,2.208335
Donald P. Borchers,2.16667,2.15278,2.159725
Donald Petrie,3.34014,2.36019,2.8668569230769236
Donald Shebib,3.8,0,1.7791666666666668
Donald Wrye,3.15625,0,1.177553
Donato Carrisi,3.39091,2.75,3.070455
Donato Rotunno,2.29167,2.29167,2.29167
Dong Yue,2.84615,2.84615,2.84615
Dong-Hoon Choi,3.5202,3.5202,3.5202
Dong-hyuk Hwang,3.76786,3.76786,3.76786
Dong-oh Jo,3.45833,3.45833,3.45833
Dongseok Kuk,2.125,2.125,2.125
Donn Davison,2.5,2.5,2.5
Donn Harling,2,2,2.0
Donna Davies,3,2.9,2.95
Donna Gardon,0,0,0.0
Donna McRae,0,0,0.0
Donnie Lai Cheun-Yu,1.5,1.5,1.5
Donnie Yen,3,0,1.125
Donovan Cook,3.32632,3.32632,3.32632
Doo-yong Lee,2.66667,0,1.333335
Dorian Tocker,3.5,3.5,3.5
Dorie Barton,3,3,3.0
Doris Totten Chase,0,0,0.0
Doris Wishman,2.66667,0,1.8680566666666667
Doron Eran,1.83333,1.83333,1.83333
Doron Paz,3,2.4058,2.7029
Dorothy Ann Puzo,2.16667,2.16667,2.16667
"Dorothy Davenport, Melville Shyer",2.5,2.5,2.5
Dorothée Sebbagh,2,2,2.0
Doug Aitken,2.66667,2.66667,2.66667
Doug Atchison,3.63219,3.63219,3.63219
Doug Block,3.42857,2.23913,2.7503433333333334
Doug Burch,0,0,0.0
Doug Dearth,3.5,3.33333,3.416665
Doug Ellin,2.99357,2.63134,2.85057
Doug Finelli,3,3,3.0
Doug Hamilton,3.75,3.75,3.75
Doug Hawes-Davis,4,4,4.0
Doug Hufnagle,0,0,0.0
Doug Karr,0,0,0.0
Doug Kass,3.75,3.75,3.75
Doug Langdale,3.04688,3.04688,3.04688
Doug Liman,3.96025,1.94444,3.2735991666666666
Doug Lodato,3.375,3.375,3.375
Doug Mallette,2.5,2.5,2.5
Doug McHenry,3.15695,0,1.81782
Doug Murphy,3.43333,0,2.125923333333333
Doug Nichol,3.25,3.25,3.25
Doug Shultz,4,4,4.0
Doug Sweetland,3.94504,3.24593,3.595485
Douglas Aarniokoski,2.57237,2.45585,2.5047824999999997
Douglas Camfield,3.05556,3.05556,3.05556
Douglas Cheek,2.40133,2.40133,2.40133
Douglas Cheney,1.5,1.5,1.5
Douglas Cohen,4,4,4.0
Douglas Curtis,2.66667,0,1.333335
"Douglas Gordon, Philippe Parreno",2.63043,2.63043,2.63043
Douglas Horn,3.5,2.5,3.1666666666666665
Douglas James Burgdorff,3,3,3.0
Douglas James Vail,4,4,4.0
Douglas King,0,0,0.0
Douglas Langway,3,3,3.0
Douglas Mackinnon,3.87695,3.22059,3.54877
Douglas McCarthy,3.09772,2.25,2.67386
Douglas McGrath,3.74263,2.74317,3.2930166666666665
Douglas McKeown,2.80952,2.80952,2.80952
Douglas Mitchell,5,5,5.0
Douglas Myers,2.16667,2.16667,2.16667
Douglas Reese,4.5,0,2.375
Douglas Schwartz,2.5,0,1.2777766666666668
Douglas Sánchez,2.5,2.5,2.5
Douglas Trumbull,3.47356,3.42603,3.449795
Douglas Wilson,3.66667,3.66667,3.66667
Dover Koshashvili,3.25,3.25,3.25
Doze Niu,3.16667,2.75,2.958335
Dražen Žarković,2.5,2.5,2.5
Drew Bell,0,0,0.0
Drew Bolduc,3.04545,0,1.522725
Drew Casson,2.66667,2.40909,2.525253333333333
Drew DeNicola,3.39583,3.39583,3.39583
Drew Gabreski,2.22222,2.22222,2.22222
"Drew Heriot, Sean Byrne",2.37701,2.37701,2.37701
Drew Pearce,3.47826,3.1236,3.30093
Drew Pollins,0.5,0.5,0.5
Drew Rist,4,4,4.0
Drew Thomas,0,0,0.0
Drew Tobia,2.5,2.5,2.5
Drew Van Steenbergen,4,4,4.0
Dror Moreh,3.82609,3.82609,3.82609
Dror Shaul,3.71429,1.83333,2.77381
Dror Zahavi,4,2,3.425
Dru Brown,3.1875,3.1875,3.1875
Duane Adler,3.29167,0,1.645835
Duane Andersen,0,0,0.0
"Duane Baughman, Johnny O'Hara",3.375,3.375,3.375
Duane Crichton,3,3,3.0
Duane Stinnett,3,3,3.0
Dudley Murphy,3.11538,3,3.05769
Duke Johnson,4,3.56874,3.78437
Dumitru Budrala,2.5,2.5,2.5
Duncan Bridgeman,3.2,3.2,3.2
Duncan Christie,0.5,0.5,0.5
Duncan Copp,3,3,3.0
Duncan Gibbins,3.5,2.19444,2.84722
Duncan Jones,4.017,2.71888,3.3249079999999998
Duncan MacNeillie,0.666667,0.666667,0.666667
Duncan McLachlan,2.47351,2.47351,2.47351
Duncan Tucker,3.63464,3.63464,3.63464
Duncan Wood,0,0,0.0
Dung Gam-Woo,3,3,3.0
Dunya Smirnova,3.44444,3.44444,3.44444
Durul Taylan,3.625,1.875,2.7291666666666665
"Dusan Kovacevic, Bozidar 'Bota' Nikolic",3.61905,3.61905,3.61905
Dusan Milic,3.22727,3.22727,3.22727
Dustin Fairbanks,1.5,1.5,1.5
Dustin Feneley,0,0,0.0
Dustin Guy Defa,2.92,0,1.46
Dustin Harrison-Atlas,4,4,4.0
Dustin Hoffman,3.38342,3.38342,3.38342
Dustin Leighton,0,0,0.0
Duwayne Dunham,5,2.92157,3.4333549999999997
Dušan Hanák,4,4,4.0
Dušan Kovačević,3.64286,3.64286,3.64286
Dušan Makavejev,3.25,2,2.625
Dušan Vukotić,3.18182,3.18182,3.18182
Dwain Esper,2.5,2,2.25
Dwayne Coles,0,0,0.0
Dwayne Johnson-Cochran,0,0,0.0
Dwight Brooks,0,0,0.0
Dwight Hemion,0,0,0.0
Dwight Thompson,0,0,0.0
Dwight Yoakam,1.94828,1.94828,1.94828
Dylan Anthony Moran,3.5,3.5,3.5
Dylan Avery,3.00893,2.94444,2.976685
Dylan Greenberg,1.33333,1.33333,1.33333
Dylan Mohan Gray,4,4,4.0
Dylan River,0,0,0.0
Dylan Tonk,2.75,2.75,2.75
Dylan Williams,0,0,0.0
E J-yong,3.25,0,2.15
E. Elias Merhige,3.4192,2.89716,3.1017766666666664
E. Mason Hopper,2.375,0,1.1875
E. Max Frye,2.77672,2.77672,2.77672
E.A. Dupont,2.5,0,1.042857142857143
E.E. Hegarty,0,0,0.0
E.L. Katz,3.32783,2.71552,3.021675
Eadweard Muybridge,3.10294,2.55,2.7764699999999998
Earl Barton,3,3,3.0
Earl Bellamy,3.25,0,0.9625
Earl E. Smith,3.5,3.5,3.5
Earl McEvoy,2.5,0,1.25
Ebraheem Shaibani,3,3,3.0
Ebrahim Forouzesh,3.06897,3.06897,3.06897
Ed Adlum,1,1,1.0
Ed Bianchi,2,0,1.0
Ed Blum,2.85556,2.85556,2.85556
"Ed Burke, Beyoncé Knowles, Ilan Y. Benatar",3.125,3.125,3.125
Ed Bye,3.16667,0,1.8352166666666665
Ed Forsyth,0,0,0.0
Ed Gaffney,1.5,1.5,1.5
Ed Gass-Donnelly,2.9902,2.5137,2.8154033333333337
Ed Hansen,3.5,2.66667,3.0416675
Ed Harris,3.56816,3.3748,3.47148
Ed Hunt,2.92308,0,1.07120375
Ed Perkins,3.56716,3.35714,3.46215
Ed Ragozzino,3.25,3.25,3.25
Ed W. Marsh,3.5,0,1.75
Edd Benda,0,0,0.0
Eddie Cahyono,0,0,0.0
Eddie Dew,3.92857,3.92857,3.92857
Eddie Martin,3.70513,0,1.852565
Eddie Nicart,3,3,3.0
Eddie O'Flaherty,2.5,2.5,2.5
Eddie White,3.16667,3.16667,3.16667
Eddy Duran,2,2,2.0
Eddy Matalon,2.25,2.25,2.25
Edet Belzberg,3.84667,3.08333,3.393333333333333
Edgar G. Ulmer,3.71281,0,2.53282375
Edgar Hagen,2,2,2.0
Edgar Jere,1.5,1.5,1.5
Edgar Kennedy,3.28571,3.28571,3.28571
"Edgar Morin, Jean Rouch",3.5375,3.5375,3.5375
Edgar Navarro,3.5,3.5,3.5
Edgar Neville,3.5,0,2.0
Edgar Selwyn,3,0,1.775
Edgardo Cozarinsky,3.83333,2.5,3.166665
Edison Cájas,4.5,4.5,4.5
"Edith Becker, Kevin Burns",3.4538,3.4538,3.4538
Edith Carlmar,3.5,3.125,3.30357
Edmund Coulthard,0,0,0.0
Edmund Purdom,1.66667,1.66667,1.66667
Edmund Yeo,3,1.5,2.25
Edmunds Jansons,4.25,4.25,4.25
Edo Bertoglio,4,4,4.0
Edoardo Leo,3.75,3.125,3.399305
Edoardo Mulargia,1.16667,0,0.5555566666666667
Edoardo Nesi,0,0,0.0
Edoardo Winspeare,0,0,0.0
Edoardo de Angelis,4.25,3.375,3.7291666666666665
Edouard Deluc,3.19231,3.19231,3.19231
Edouard Molinaro,4.25,3.08854,3.7038666666666664
Edreace Purmul,1.5,1.5,1.5
Eduard Bordukov,4,4,4.0
Eduard Cortes,1.25,1.25,1.25
Eduard Nazarov,4.17,2.27778,3.5605960000000003
Eduard Parri,3.5,2.33333,2.916665
Eduard Radzyukevich,2.625,2.55556,2.59028
Eduard von Borsody,3,3,3.0
Eduardo Ades,3.75,3.75,3.75
Eduardo Campoy,0,0,0.0
Eduardo Coutinho,4.04545,3.5,3.8649720000000003
Eduardo De Filippo,5,0,2.4857142857142853
Eduardo Lucatero,4,4,4.0
Eduardo Mendoza de Echave,3.5,2,2.75
Eduardo Mignogna,3.5,3,3.3333333333333335
Eduardo Sánchez,2.87097,1,2.287298
Eduardo Williams,4,4,4.0
Edvin Laine,3.75,0,2.4991233333333334
Edvins Snore,3.51667,3.51667,3.51667
Edward A Palmer,2,2,2.0
Edward Berger,3.5,3.5,3.5
Edward Bianchi,2.73204,2.73204,2.73204
Edward Boase,3.19444,0,1.59722
Edward Burns,3.46449,0,2.8046375
Edward Burtynsky,3.375,3.375,3.375
Edward Buzzell,4.5,0,1.9627408695652173
Edward D. Wood Jr.,2.68938,1.8,2.4070533333333333
Edward Dein,3.08333,0,1.7125
"Edward Dmytryk, Duilio Coletti",3.09259,3.09259,3.09259
Edward Ellis,3,3,3.0
"Edward F. Cline, Buster Keaton",3.85433,3.26087,3.5621276923076928
Edward G. Negron,0,0,0.0
Edward Gillan,3,3,3.0
"Edward H. Griffith, George Cukor",3,3,3.0
Edward Hall,2.66667,0,1.7222233333333332
Edward Holzman,3,1,1.6666666666666667
Edward J. Fasulo,1,1,1.0
Edward L. Cahn,3.5,0,1.522078148148148
Edward Ludwig,3.29487,0,1.5740628571428572
Edward McGown,2.9,2.9,2.9
Edward Montagne,4,2.25,2.8740300000000003
Edward Nassour,1.83333,1.83333,1.83333
Edward Neumeier,2.32186,2.32186,2.32186
Edward Norton,3.46212,3.40243,3.4322749999999997
Edward S. Curtis,2.75,2.75,2.75
Edward Sedgwick,3.87736,0,2.4570017647058826
"Edward Sedgwick, Malcolm St. Clair, Nick Grinde",2.5,2.5,2.5
Edward Stambollouian,3.25,0,1.625
Edward Tang,3,3,3.0
Edward Yang,4.41667,3.54839,3.845754285714286
Edward Zwick,3.92968,0,3.2016646666666664
Edwin Brown,2,2,2.0
Edwin Carewe,3,3,3.0
Edwin H. Knopf,0,0,0.0
Edwin J. Burke,0,0,0.0
Edwin L. Marin,5,0,1.9635169230769232
Edwin L. Marshall,5,5,5.0
Edzard Onneken,3.5,2.75,3.125
Eeshwar Nivas,3.5,2.5,3.0
Efim Gribov,0,0,0.0
Efrain Gutierrez,3,3,3.0
Egbert van Putten,0,0,0.0
Egidio Coccimiglio,2.775,2.775,2.775
Egil Håskjold Larsen,4,4,4.0
Egon Günther,0,0,0.0
Egor Konchalovsky,3,3,3.0
Ehsan Biglari,3.2,3.2,3.2
Ehécatl Garage,3.5,3.5,3.5
