directedBy,Total_Movies_Released
Luigi Scattini,9
Jasmine Dellal,1
"John Lundberg, Roland Denning, Kypros Kyprianou",1
Saul Swimmer,2
John Shea,2
Roland af Hällström,2
Joseph Vilsmaier,10
Steve Gomer,4
Terry Jones,5
Manny Coto,5
Clyde Geronimi,16
"Ringo Lam, Hark Tsui",1
Preston Sturges,11
Gregory Poirier,1
Colin Higgins,3
William Lustig,8
Steve Beck,2
Bruno Mattei,30
Bo Welch,1
"Stephen Hillenburg, Sherm Cohen",1
Claude Jutra,2
"René Goscinny, Henri Gruel, Albert Uderzo, Pierre Watrin",1
"Richard C. Bennett, Ralph Senensky",1
Rauni Mollberg,6
Scott Spiegel,4
"Richard Rich, Terry L. Noss",1
Tony Giglio,7
James Gartner,1
Rex Ingram,6
"Paul Humfress, Derek Jarman",1
Chris Kraus,3
Mark Fergus,1
Tatsuo Sato,1
Bryan Bertino,4
Lukasz Karwowski,2
Peter Ustinov,6
Daryl Wein,5
Lee Sholem,9
Eric Besnard,1
Rod Daniels,1
Andy DeEmmony,1
"Greg Ford, Friz Freleng, Chuck Jones, Terry Lennon, Robert McKimson, Maurice Noble",1
Howard W. Koch,12
Selton Mello,2
Hannes Holm,7
Daigo Udagawa,1
Carlos Puerto,1
Will Zens,3
Scott Walker,1
Doug Campbell,22
Pascal Thomas,7
Philippe Blot,1
John V. Knowles,1
Mehdi Ben Attia,2
Blair Erickson,1
"Wilho Ilmari, Axel Slangus",1
Marcelo Galvão,3
Jingle Ma,7
Raphael Nussbaum,2
Leslie Howard,2
Shaka King,2
Andrew Kam Yeung-Wa,1
Carl Deal,1
Philip Haas,6
Alan Jacobs,2
Joshua Brand,1
Jennifer Warren,1
Robert M. Young,12
Daniel J. Sullivan,1
L.A. Puopolo,1
Don Bluth,5
Marshall Herskovitz,2
Sidney J. Furie,35
Malcolm Leo,3
Michael Patrick Jann,1
Adam Rifkin,16
Floyd Mutrux,3
Andy Wolk,9
Les Blank,12
Kei Kumai,6
Glen Goei,1
Emmett Alston,4
Tsai Ming-liang,19
Jay Duplass,4
George W. Hill,5
Benjamin Stoloff,8
Bryan Goeres,7
Jean-Philippe Duval,2
Jun-ik Lee,1
Alain Robbe-Grillet,6
Kyle Rankin,1
Richard Levine,2
"Toshio Hirata, Akio Sakai",1
Joseph Kosinski,4
"Roberto Hernández, Geoffrey Smith",1
Whitney Ransick,1
Jeffrey Fine,1
Gerardo Olivares,5
"Spencer Gordon Bennet, Wallace Grissell",1
Dan Chaykin,1
"Spencer Nakasako, Sokly Ny",1
"Teodoro Maniaci, Francine Rzeznik",1
Eric Heisserer,1
Crayton Robey,1
James V. Kern,5
"Willard Mack, Jules White",1
Damian Nenow,1
Vittorio Rambaldi,2
Tony Glazer,3
Eyad Zahra,1
Harry Winer,8
Savage Steve Holland,15
Wesley Ruggles,22
John Keitel,1
Franc Reyes,1
Rob Zombie,9
Gonzalo Suárez,6
Victor Heerman,1
Dudley Nichols,3
"Kenta Fukasaku, Kinji Fukasaku",1
"John Lounsbery, Wolfgang Reitherman",1
Peter Lynch,3
Lotte Reiniger,15
"Rintaro Mayuzumi, Kazuyoshi Okuyama",1
Adam Rapp,3
Matti Grönberg,3
Ryszard Zatorski,3
Erik Poppe,6
"Paul Crowder, John Dower",1
Jonathan King,2
Frantisek Vlácil,8
Paolo Mazzucato,1
José Alvarenga Jr.,6
Veljko Bulajic,1
Laurent de Bartillat,1
Marc Webb,5
Ghyslaine Côté,1
Kevin Rafferty,2
"Cher, Nancy Savoca",1
Lee Davis,2
Jaak Kilmi,2
João Pedro Rodrigues,5
Lee Unkrich,2
Eino Ruutsalo,2
"Keith Cossrow, Bennett Viseltear",1
David Worth,8
Masakazu Hashimoto,1
Maurice Tourneur,4
Fred Barzyk,1
Robert Gardner,5
Philip Gelatt,2
Irvin Berwick,4
Kasper Barfoed,3
"Luke Meyer, Andrew Neel",1
T. Fikret Uçak,1
Rüdiger Sünner,1
Daniel Boyd,1
"Laura Dern, Bryce Dallas Howard, Bonnie Hunt, Ashley Judd, Sharon Maguire",1
"Murray Keane, Simon Bennett",1
Kirk Thatcher,1
Ta Huang,1
Lance W. Dreesen,3
"John Lasseter, Dan Scanlon",1
"David Kramarsky, Roger Corman",1
Todd Alcott,1
Ciro Ippolito,2
Tina Gordon Chism,2
William Curran,1
John Singleton,9
Richard Rush,11
Howard Franklin,2
John Rubino,1
John Hough,18
Norman Ferguson,2
Temístocles López,1
"R.J. Cutler, David Van Taylor",1
Steve White,1
Dan Curtis,15
Cindy Sherman,1
Glen Pitre,4
Chris Smith,7
John Mallory Asher,4
Max Baer Jr.,1
William Asher,11
Mario Monicelli,42
Rudolph Maté,20
Lamont Johnson,20
Ken Cameron,6
"Kirby Dick, Amy Ziering Kofman",1
Justin Lin,9
George B. Seitz,30
Frank Tuttle,23
Francis Giacobetti,1
Allan Weisbecker,1
Bobby Jean Leonard,1
Béla Tarr,11
Mark Griffiths,20
Lizzie Borden,3
Ira Sachs,7
Pantelis Voulgaris,5
Brian W. Cook,1
Christopher Reeve,2
Nanette Burstein,4
"Tomm Coker, David Elliot",1
Ruben Fleischer,5
Ben Ramsey,1
Justin Hardy,9
Eran Creevy,3
George VanBuskirk,1
Cristiano Bortone,2
"Alison Ellwood, Alex Gibney",1
David Wickes,5
Hawley Pratt,8
Matthew Lillard,1
Becky Smith,1
Wladyslaw Pasikowski,2
Paquito Del Bosco,1
Wing-cheong Law,2
Frank Scheffer,1
Emily Hagins,3
Eva Sørhaug,1
Michael Drumm,8
Stéphane Giusti,2
Benjamin Cantu,1
Jose Montesinos,4
"Chapman Way, Maclain Way",1
Erik Løchen,2
Dominic Dromgoole,4
Luis Trenker,2
Edward McHenry,1
Manuel von Stürler,1
Angus MacLachlan,2
Signe Baumane,1
Danny Roth,2
Kolton Lee,1
George Bloomfield,5
Hugo Haas,3
Michael Jenkins,2
Len Talan,1
Michael A. Nickles,5
Norberto Barba,3
Victor Sjöström,13
Reb Braddock,1
Nick Katsapetses,1
Gary Nelson,10
"Ron Clements, Burny Mattinson, David Michener, John Musker",1
Robert Siodmak,20
Frank Tashlin,21
Søren Kragh-Jacobsen,6
Eric Leighton,1
Gerald Seth Sindell,1
James Glickenhaus,7
Kenneth A. Carlson,2
Víctor Erice,5
Ian Sharp,5
Rakhshan Bani Etemad,1
Gabriel Axel,3
James Robinson,1
Modi,1
Damon Dash,3
"John Farrow, Richard Fleischer",1
Gideon Raff,3
Terry Green,2
Philippe Garrel,19
Ido Haar,2
Juraj Jakubisko,4
Seiji Mizushima,3
David A. Prior,13
"Delmer Daves, Karl Malden",1
"Keita Amemiya, Shun'ichi Hirano, Ryûta Miyake, Hirohisa Sasaki, Kôsuke Suzuki, Keisuke Toyoshima, Akio Yoshida",1
Jon Gunn,4
Prakash Jha,7
Adam Vardy,1
Sven Taddicken,3
Maurice Elvey,14
Sadao Yamanaka,3
Robert Kane Pappas,2
"Stephen J. Anderson, Don Hall",1
"Nicholas Ray, Budd Schulberg",1
Mathieu Demy,1
"Chris Renaud, Kyle Balda",1
Johan Kling,2
Elgin James,1
Lenny Abrahamson,4
Ian Cofino,1
Neten Chokling,1
Vladimir Korsh-Sablin,1
Jean-François Brient,1
"Roy Ward Baker, Basil Dearden",1
Joanna Arnow,2
Jeff Yonis,1
Tolga Örnek,2
David Carradine,1
Sean Kirkpatrick,1
Aleksandr Mitta,6
Jacob Young,2
"Franny Armstrong, Ken Loach",1
René Cardona,6
Suzuki Matsuo,3
"François Desagnat, Thomas Sorriaux",1
Eirik Svensson,1
Robert Hasfogel,1
Ken Hannam,1
Geoff Anderson,3
Jack Gage,1
Marcello Aliprandi,3
Brad Silberling,7
Ron Clements,4
Satyajit Ray,27
Tom Holland,8
Barbara Kopple,13
Carl Prechezer,2
William Castle,49
Kiyoshi Kurosawa,24
Quentin Lawrence,5
Gerd Oswald,13
Chatrichalerm Yukol,1
Bertha Bay-Sa Pan,2
"Walter Salles, Daniela Thomas",3
David Snedeker,1
Agustín Villaronga,1
"Charles Reisner, Buster Keaton",1
Ira Wohl,1
Robert Montgomery,5
Jean-Claude Lauzon,1
Joan Rivers,1
Jason Carvey,1
"Shira Gefen, Etgar Keret",1
Shane Abbess,3
Dany Boon,7
Iosif Kheifits,5
Jan Fethke,1
Andy Orjuela,1
Tarik Saleh,2
"Anthony Mann, Charles Walters",1
Sam Newfield,15
Justin Steele,2
Srdjan Spasojevic,1
Greg Oswald,1
Raul Inglis,1
Edward H. Griffith,10
Matt Eskandari,6
James M. Hausler,2
Alfonso Brescia,40
Asier Altuna,2
Gary Rydstrom,3
Alrick Brown,1
Aaron Harvey,3
Tomás Lunák,1
Artour Aristakisian,1
Treva Wurmfeld,2
Haile Gerima,5
Jonathan Ogilvie,1
"Jessica Hundley, John Srebalus",1
David Devine,1
Hisao Kurosawa,1
Aarón Fernández Lesur,2
Larry Latham,2
Thomas Cappelen Malling,1
"Grigori Kozintsev, Leonid Trauberg",1
Deborah Koons,2
"Edward Buzzell, Richard Rosson",1
Matt Hish,1
Eric Freiser,1
Maxwell Shane,5
Luigi Magni,12
Wayne Holloway,1
Tanner Beard,1
Xavier Beauvois,4
"Stanley Donen, Gene Kelly",3
Jan Svankmajer,11
Tony Randel,8
Antonio Tibaldi,1
Nancy Meyers,6
Peter Chan,8
Jeff Abugov,1
Stan Dragoti,5
"Jean Cocteau, René Clément",1
John Curran,6
Leslie Small,10
Kenji Misumi,17
Frank D. Gilroy,6
Nobuo Nakagawa,7
Andrew Wagner,3
Goro Miyazaki,2
"Henriette Mantel, Steve Skrovan",1
"Walter Carvalho, Sandra Werneck",1
Theo Avgerinos,1
Seth Grossman,4
Sergio Garrone,13
Humphrey Jennings,3
50 Cent,1
Floria Sigismondi,3
Adrian Pennick,1
Hubert Cornfield,5
Chung Man Yee,1
Rashane Limtrakul,1
Joël Séria,3
Daryl Goldberg,1
Lisanne Skyler,1
Scott Saunders,2
Seth MacFarlane,3
David Ross,1
Hervé P. Gustave,1
"Kristina Lindström, Maud Nycander",1
Edmond Roch,1
"Brian De Palma, Wilford Leach, Cynthia Munroe",1
Timo Humaloja,1
"Grover Babcock, Blue Hadaegh",1
Erin Davies,1
Gillian Robespierre,2
Matti Kuortti,1
Jae-shik Park,1
John Dunson,1
James Bolton,2
Andy Mikita,2
Russell Crowe,1
"Albert Pyun, Howie Askins, Joe Baile",1
Leif Lindblom,3
David Wu,4
Roberto Busó-García,1
Barbet Schroeder,17
Larry Clark,8
Bertrand Tavernier,20
Robert Stevenson,36
Byron Haskin,16
Bob Giraldi,3
Thomas Bezucha,4
"Kazuki Akane, Yoshiyuki Takei",1
Ramin Serry,1
Joel Zwick,3
Holly Hardman,1
Robert C. Ramirez,2
Hy Averback,6
Radha Bharadwaj,2
Frank Pierson,9
Stephen Cornwell,3
"Jeremy Earp, Sut Jhally",2
Chris Gerolmo,2
Katherine Dieckmann,4
Adam Curtis,16
Nisha Ganatra,7
Damián Szifron,1
Roscoe 'Fatty' Arbuckle,10
Piotr Weresniak,1
"Marvin J. Chomsky, John Erman, David Greene, Gilbert Moses",1
Rob Williams,7
Derek Sieg,1
Ben Steinbauer,1
Zeki Demirkubuz,6
"Jackie Bastide, Jean-Jacques Beineix",1
Kilian Manning,1
Francesco Barilli,2
Pierre Schöller,3
Tim Chambers,1
Denny Harris,1
Bill Cote,1
"David Palmer, Dax Shepard",2
"Lisanne Pajot, James Swirsky",1
Paul Norman,1
Lezli-An Barrett,1
Ryan Perez,1
Jeffrey Kimball,1
Robin Hessman,1
Sylvie Michel,1
Reshef Levi,1
W. Merle Connell,2
Etienne Périer,3
Paul Crowder,1
Anthony Edwards,2
Wiliam Castle,2
"Friz Freleng, Chuck Jones",1
Brian Robbins,10
Barry Levinson,27
Suri Krishnamma,7
Jack Hill,7
Ralph Ziman,4
Rodney Gibbons,9
Arthur Marks,9
S.F. Brownrigg,3
Todd Louiso,3
Alan Gibson,10
"Ellen Hovde, Albert Maysles, David Maysles, Muffie Meyer",1
Richard Blackburn,1
Youssef Chahine,13
Joyce Chopra,6
Simon Callow,2
John Hillcoat,5
Kerry Asmussen,1
Pirjo Honkasalo,4
Kelly Reichardt,9
"Rick Caine, Debbie Melnyk",1
Jeremy Saulnier,4
Baillie Walsh,2
Ching Siu-tung,1
"Suroosh Alvi, Eddy Moretti",1
"Don Hardy Jr., Dana Nachman",1
Christopher Morris,3
Bruce Goodison,2
Ursula Meier,2
Simon Hynd,1
Hue Rhodes,1
Kamen Kalev,2
Duncan Ward,1
Michel Leclerc,3
"Justin Johnson, Aaron Marshall, Erik Mauck",1
"Thomas Bornot, Gilles Amado, Alain-Michel Blanc",1
Israel Luna,3
Nigel Paterson,2
William Heise,6
Hans Richter,5
"Mathieu Roy, Harold Crooks",1
Jean Afanassieff,1
Jason Woliner,7
John Schmidt,2
Willis Goldbeck,8
Gary Leva,3
Florian Hoffmeister,1
Philippe Le Guay,1
Gregory J. Corrado,1
Garin Nugroho,1
John Gorrie,1
Janis Streics,1
Aivars Freimanis,1
Jess Feast,1
"Reginald Beck, Anthony Bushell",1
Jean-Paul Rouve,3
Greg Swartz,1
"Jerry Daigle, Christopher Meloni",1
Valeria Golino,2
Shane Dawson,1
Göran Graffman,2
"Jerry Jameson, Pasquale Squitieri",1
Andrew Levitas,1
Oleg Stepchenko,4
Mark Vadik,2
Wallace Wolodarsky,3
John Landis,23
Rose Troche,3
Pedro Almodóvar,22
Lionel C. Martin,2
"Ronald Neame, Irwin Allen",1
François Ozon,22
Tod Browning,16
Peyton Reed,8
Youngyooth Thongkonthun,2
Oliver Hirschbiegel,5
Karen Moncrieff,7
Pavel Lungin,11
David Mallet,6
Kimble Rendall,3
"John Cromwell, Mel Ferrer, Tay Garnett, Nicholas Ray, Sherman Todd",1
Benny Chan,15
Greg McLean,6
Alan Clarke,13
"John Palmer, David Weisman",1
James Parrott,7
Hans Fjellestad,2
Michael Katleman,1
Andrew Currie,3
Robert B. Weide,4
Kazuya Tsurumaki,3
Zdravko Sotra,2
Ruben Östlund,7
Philippe Falardeau,8
Arto Koskinen,3
Charles Swickard,1
Richard Wallace,16
Kamal Amrohi,1
Christopher Denham,2
Samuel Bayer,2
"Mat Whitecross, Michael Winterbottom",1
Jean-Luc Godard,1
Barry Jenkins,4
"Ellen Seidler, Megan Siler",1
Jules Bass,10
Jean-Philippe Toussaint,1
Drew Goddard,2
Peter Byck,1
"Ty Evans, Spike Jonze, Cory Weincheque",1
Frédéric Mermoud,1
James Landis,2
Fernando Sariñana,3
Waymon Boone,2
Aleksandr Rou,8
Thanh Son Le,1
Jorge Montesi,1
Peter Mettler,3
Mark Haber,3
Hisayasu Sato,2
William D. Russell,2
Nils Knoblich,1
Darren Paul Fisher,1
Jennifer Kent,3
Olivier Baroux,9
Richard Condie,1
Richard Correll,2
Harold Guskin,1
Gérard Corbiau,3
David Lynch,38
"Jim Abrahams, David Zucker, Jerry Zucker",3
Rob Schmidt,4
Antony Hoffman,1
Jonathan Nossiter,5
Harry O. Hoyt,1
Louis C.K.,13
"Virginie Despentes, Coralie",1
Dov Kelemer,1
Charles B. Pierce,8
Rich Christiano,4
Kwon-taek Im,3
Tae-gyun Kim,1
Rob Epstein,5
Eric Steven Stahl,3
Georgia Lee,1
"George Harrison, Bernard Knowles, John Lennon, Paul McCartney, Ringo Starr",1
Malik Bader,4
Ted Tetzlaff,11
Juha Wuolijoki,3
"Sam Fell, Robert Stevenhagen",1
Geoffrey Smith,1
Dave Moore,1
Prabhudheva,2
"Lisa Barros D'Sa, Glenn Leyburn",2
Sam Bozzo,2
Choi Yang-il,1
"Hélène Cattet, Bruno Forzani",2
Andrei Ujica,1
Mike De Leon,3
Panos Cosmatos,2
Peter Tscherkassky,7
Marshall Cook,1
Antonino D'Ambrosio,3
"Alfred L. Werker, Hamilton Luske, Jack Cutting, Ub Iwerks, Jack Kinney",1
Giorgio Serafini,1
Mark Obenhaus,1
Josh Shelov,1
"Roscoe 'Fatty' Arbuckle, Buster Keaton",1
Ki-duk Kim,1
Jamshed Usmonov,2
Fernando Lopes,4
Javier van de Couter,1
"Hideaki Anno, Mahiro Maeda, Masayuki, Kazuya Tsurumaki",1
Al Waxman,1
Faruk Aksoy,1
"Patrick Hasson, Juan Carlos Saizarbitoria",1
Erwin C. Dietrich,7
Enzo D'Alò,4
Curt Hahn,1
Joe Medeiros,1
"Gordon Douglas, Henry Levin",1
Peter Keglevic,2
Eduardo Schuldt,5
Claudia Sainte-Luce,1
Scott Kalvert,2
Kevin Costner,4
Lee Tamahori,9
Emir Kusturica,14
Steve Boyum,8
David Nutter,4
"George Abbott, Stanley Donen",2
Rob Hardy,4
Chi Moui Lo,1
Zelda Barron,1
Mark Goldblatt,2
John Cameron Mitchell,4
John Alan Schwartz,9
Tim Burstall,2
D.W. Griffith,60
John Crowley,6
Jonathan Caouette,2
"Richard Boleslawski, Charles Brabin",1
Paul Morrissey,10
Trent Harris,5
Michael Schroeder,5
"Deb Ellis, Denis Mueller",1
J. Michael Straczynski,1
"Michael Hegner, Karsten Kiilerich",1
"Maya Deren, Alexander Hammid",1
Steve Bendelack,3
Eric Nicholas,1
William Girdler,9
David Hackl,4
"Ford Beebe, Robert F. Hill, Frederick Stephani",1
Brandon Camp,2
Chris Landreth,1
Jean-Marie Straub,12
"Luis Piedrahita, Rodrigo Sopeña",1
Malcolm Venville,2
Harry Bromley Davenport,1
"Aaron Aites, Audrey Ewell",1
Arch Oboler,5
Anthony Geffen,1
Chaz Thorne,1
"Pascal Arnold, Jean-Marc Barr",2
"James Mather, Stephen St. Leger",1
D. Stevens,1
Mads Matthiesen,3
Yan Vizinberg,1
"Katherine Fairfax Wright, Malika Zouhali-Worrall",1
Virpi Suutari,4
Mike Corbera,1
Marty Weiss,3
Kazuo Mori,9
Artus de Penguern,1
Emanuel Hoss-Desmarais,2
Giles Walker,2
"Nana Ekvtimishvili, Simon Groß",1
Dan Beers,1
John Suits,4
Jeremy Dean,1
Gábor Herendi,4
Alki David,1
"Hannu-Pekka Björkman, Minna Haapkylä, Teemu Kaskinen, Elina Knihtilä, Tommi Korpela, Mark Lwoff",1
Teemu Nikki,4
Jakov Sedlar,1
Terry Zwigoff,5
Michael Apted,35
Joe Pytka,2
Fraser Clarke Heston,4
Tom DeSimone,4
John Schultz,11
James Frawley,7
Edward F. Cline,14
Jonas McCord,1
Armand Mastroianni,22
Michel Gondry,11
Paul Justman,2
Ettore Scola,24
Andrew Stanton,4
Tim Fywell,9
Anand Patwardhan,2
Claude Lanzmann,6
Donna Deitch,7
David L. Cunningham,4
Aleksi Mäkelä,15
Farhan Akhtar,4
Matthew Tabak,1
Andrew Douglas,2
Curtiss Clayton,1
Jan Jakub Kolski,5
Phil Morrison,2
"Ariel Zeitoun, Julien Seri",1
Sanaa Hamri,4
Rupert Murray,2
Andy Cheng,2
Deborah Scranton,1
Scott Caan,2
Daniel G. Karslake,1
Juan Antonio Bayona,4
Drew Ann Rosenberg,1
Steven Sebring,1
"Yasuhiro Aoki, Yuichiro Hayashi, Futoshi Higashide, Toshiyuki Kubooka, Hiroshi Morioka, Jong-Sik Nam, Shoujirou Nishimi",1
F. Richard Jones,6
"Arne Johnson, Shane King",1
"Tomasz Konecki , Andrzej Saramonowicz",1
Steven Jacobson,2
Anne Sewitsky,4
Dave Boyle,5
"Bret Lowell, Josh Lowell, Cooper Roberts",1
Declan O'Brien,7
George Archainbaud,17
James Seale,1
Olias Barco,3
Chriss Kraus,1
Paul Owens,1
José Padilha,1
"Loretta Alper, Jeremy Earp",1
Douglas Tirola,4
"David Giles, James Cellan Jones",1
Andrew Monument,1
Catherine Morshead,2
Timothy Wheeler,1
Gary Rosen,1
Christopher Hutson,1
Giorgio Serafini,6
Hajrudin Krvavac,1
Hong Khaou,2
Lawrie Brewster,5
"Wai-keung Lau, Andrew Loo",1
G.J. Echternkamp,4
Richard Holm,8
Andy Dick,1
Douglas Schulze,5
Nick Vallelonga,3
Cyrill Boss,3
Lucien Hubbard,1
Helen Shaver,2
Noah Baumbach,12
Mark Lewis,4
Bo Widerberg,11
Jean Delannoy,10
David Veloz,1
Tom Tykwer,9
Gary Halvorson,2
Stanley Kramer,15
David Keith,2
George Casey,2
Andrea Bianchi,10
John Derek,6
Hans Alfredson,5
William Gazecki,3
Harley Cokeliss,8
Ron Casden,1
"Howard Franklin, Bill Murray",1
Vadim Perelman,4
Erich von Stroheim,5
John M. Stahl,12
"Richard Ray Perez, Joan Sekler",1
Krzysztof Krauze,2
Gerardo Herrero,6
Jessica Yu,5
Rosario Roveto Jr.,1
Ruy Guerra,7
Bruce Weber,2
Karel Kachyna,1
Andrés Waissbluth,1
Trent Cooper,2
"Ben Hecht, Lee Garmes",1
Paul J. Bolger,1
Vera Chytilová,1
Conor McMahon,3
Jon Chu,2
Céline Sciamma,4
Hal Roach,8
Nina Paley,3
Sergei Dvortsevoy,2
Hans Horn,1
Filip Renc,1
Anders Østergaard,3
Marie-Monique Robin,1
Rune Denstad Langlo,2
Tom Toelle,2
Antony Thomas,3
Tze Chun,2
Ben Wagner,2
Michel Levesque,2
Rudolf van den Berg,7
Saverio Costanzo,3
"Stephanie Soechtig, Jason Lindsey",1
Jean Benoît-Lévy,1
Victor Ginzburg,2
Óskar Jónasson,3
Naoko Ogigami,6
Brian Kirk,3
Edouard Niermans,2
Peter Timm,2
Yves Lavandier,1
Jabril Ty Murphy,1
Jules Stewart,1
James Lew,1
Olaf de Fleur Johannesson,4
Wayne Thornley,1
"Marion Cajori, Amei Wallach",1
Ville Mäkelä,1
"Jane Campion, Gael García Bernal, Jan Kounen, Mira Nair, Gaspar Noé, Abderrahmane Sissako, Gus Van Sant, Wim Wenders",1
John Alan Simon,1
Mariano Ozores,17
William Beaudine,1
Charles Lederer,2
"Joe Brewster, Michele Stephenson",1
Jason Cohen,2
Peter Sullivan,18
Dan Garcia,2
"William Beaudine, Norman Foster, E. Darrell Hallenbeck",1
Jack Hofsiss,4
Terry Green,1
Tiller Russell,4
Adrián Cardona,1
Lloyd A. Simandl,7
Michael Bay,14
Rémy Duchemin,1
Albert Brooks,7
Tim Hill,8
Deborah Warner,2
Jeff Lieberman,5
Wolfgang Becker,3
Jeffrey Hornaday,4
"Jing Wong, Wai-Lun Lam",1
"Dante Lam, Donnie Yen",1
Christophe Barratier,4
David LaChapelle,1
Ricardo de Montreuil,3
"Yakov Protazanov, Alexandre Volkoff",1
"Illeana Douglas, Deborra-Lee Furness, William Garcia, Paul Holmes, Mark Palansky, Col Spector, Toa Stappard, Andrew Upton",1
Dwayne Carey-Hill,2
Stefan Krohmer,1
Greg MacGillivray,7
David Ostry,2
Rick Sebak,1
Jack Gulick,1
Abe Sylvia,1
"James Cruze, H. Bruce Humberstone, Ernst Lubitsch, Norman Z. McLeod, Stephen Roberts, William A. Seiter, Norman Taurog",1
Angel Gracia,1
Megumi Sasaki,1
Reinout Oerlemans,2
Rodrigo Cortés,3
Jaap van Heusden,1
Buck Henry,1
Michael Roskam,1
João Jardim,4
Clayne Crawford,1
James Crump,3
Jonathan Lisecki,1
Renato Polselli,10
"Kirk De Micco, Chris Sanders",1
Paul Cade,1
Cle Shaheed Sloan,1
Davide Manuli,1
Ryan Darst,1
Richard L. Bare,15
Dimitri Buchowetzki,1
Sung Kee Chiu,1
Jacques Weber,1
"Raoul Walsh, Mario Bava",1
Danielle Gardner,1
Anya Camilleri,1
Jasper Blystone,1
Guy Maddin,18
George Armitage,6
Robert Kurtzman,4
Billy Hopkins,1
Jim Wynorski,38
José Luis Garci,8
"John Ford, Mervyn LeRoy",1
Marion Hänsel,4
Bart Freundlich,7
Edward Bernds,26
Lyndall Hobbs,2
Tony Maylam,4
Wiebke von Carolsfeld,2
Bahman Ghobadi,6
Steve Yeager,1
Nunnally Johnson,6
Kenji Mizoguchi,20
Janice Karman,1
Toshiaki Toyoda,8
"Roger Corman, Francis Ford Coppola, Monte Hellman, Jack Hill, Jack Nicholson",1
"Frank Capra, Anatole Litvak",6
Joe Maggio,4
Martin Waltz,1
Tom Hooper,11
"Christopher Dillon Quinn, Tommy Walker",1
Nacho Cerda,1
Hyung-rae Shim,2
Craig Zobel,4
Susan Dynner,1
Truc 'Charlie' Nguyen,1
R.W. Goodwin,1
Jeffrey Bell,1
Jeff Lew,2
Fouad Mikati,2
Frank Falco,1
Mohamed Al Daradji,1
Peter Rodger,1
Sandy Collora,2
Kang-sheng Lee,1
"Martin Scorsese, Kent Jones",1
Todd Strauss-Schulson,3
Georgios Papaioannou,1
Dawn Porter,5
Chadd Harbold,3
Stephen T. Maing,2
Henry Pincus,1
Serge Gisquière,1
George Isaac,1
Ezra Edelman,3
Andreas Pichler,1
Nina Conti,1
Brett Donowho,4
Mark Hedgecoe,1
"David Turner, Lara Zizac",1
Geoffrey Haley,2
Sergei Yutkevich,2
Joe O'Brien,1
"Charles W. Broun Jr., Joel Holt, Arthur Knight",1
"Stephen Williams, Mairzee Almas, Nick Copus, Robert Lieberman, Vincenzo Natali",1
Denis Evstigneev,3
Ryan Piers Williams,2
Stuart Gordon,15
Robert Wuhl,1
Rouben Mamoulian,15
"Ted Berman, Richard Rich, Art Stevens",1
John Ford,61
Charles Chaplin,43
Tiffanie DeBartolo,1
Frank Perry,13
Charles Beeson,3
Matt Williams,1
Greg Berlanti,3
John Carney,4
Ib Melchior,2
Jeff Bleckner,13
Carl Gottlieb,2
Fisher Stevens,6
Edward Bianchi,1
Rick de Oliveira,1
Nathaniel Kahn,3
Richard Friedman,7
William Morgan,3
Julie Bertucelli,1
Marco Tullio Giordana,6
Sebastian Gutierrez,8
Pat Holden,3
"Douglas Gordon, Philippe Parreno",1
Raymond Depardon,6
Paulo Morelli,2
Gus van Sant,1
Kobi Shely,1
Nick Moran,2
Thomas Clay,2
Steve Shimek,1
Luca Miniero,4
Yoon-ki Lee,1
Carles Bosch,1
Valérie Donzelli,2
"Ron Davis, Stewart Halpern-Fingerhut",1
"Clyde Geronimi, Jack Kinney",1
Lung Hsiao,1
Brent McCorkle,1
Alberto Fuguet,5
Joseph F. Robertson,1
"Megan Boyle, Tao Lin",1
Zach Lipovsky,4
Lynn Shores,3
Casper Van Dien,3
Andrew Stevens,8
Amy Schatz,4
Lina Pliolplyte,1
"Phil Robinson, Dave Marshall",1
D.W. Brown,1
Jorge Hinojosa,1
Robert Lepage,5
James Gray,7
Ricky Tognazzi,6
John L'Ecuyer,6
Marcus DeLeon,1
"Allan Miller, Lana Miller",1
Chris Walas,2
Lucio Fulci,53
Cheech Marin,2
Adam Thomas Anderegg,2
Jonathan Hensleigh,3
Bill Melendez,10
Fernando Arrabal,4
Bo Arne Vibenius,2
Ray Milland,5
Claude Goretta,4
"Vincente Minnelli, Busby Berkeley",1
Michele Placido,6
Charles Ferguson,3
Miguel Alexandre,1
Sean Anders,6
Frederic Golchan,1
Erica Dunton,3
Chris Chan Lee,2
John Lemont,3
"Edith Becker, Kevin Burns",1
Lauro Chartrand,2
Celina Murga,2
"Louis J. Gasnier, Donald MacKenzie",1
"Harry Beaumont, Robert Z. Leonard",1
"Ron Field, Sid Smith",1
"Werner Herzog, Denis Reichle",1
Jason Connell,1
Alli Haapasalo,3
Randall Cole,2
"H.R. Giger, J.J. Wittmer",1
Dietrich Brüggemann,4
Julie Benasra,1
Bruce Conner,4
Liz W. Garcia,1
Tony Cookson,1
Jeffrey Travis,1
"Sheldon Renan, Leonard Schrader",1
Reg Traviss,3
"Cary Loren, Leni Sinclair",1
John V. Soto,3
Bernard Vorhaus,7
Dave Rodriguez,2
Dan Castle,1
Sydney J. Bartholomew Jr.,1
Stephen Furst,4
Stanley Hough,1
Steve Brown,1
Adam Fleischhacker,1
Eric Schaeffer,7
